ACCIDENT_NO,ANY_TRAILER,NUM_VEHICLES
T20180008148,0,1
T20180008149,0,2
T20180008150,0,2
T20180008154,0,3
T20180008156,0,2
T20180008157,0,2
T20180008159,0,1
T20180008163,0,1
T20180008167,0,2
T20180008169,0,2
T20180008171,0,1
T20180008172,1,2
T20180008173,0,1
T20180008175,0,2
T20180008176,0,1
T20180008179,1,2
T20180008180,0,3
T20180008181,0,2
T20180008182,0,3
T20180008183,0,1
T20180008186,0,2
T20180008187,0,5
T20180008188,0,2
T20180008189,0,2
T20180008193,0,1
T20180008194,0,2
T20180008196,0,1
T20180008199,1,2
T20180008200,0,2
T20180008201,0,2
T20180008202,0,3
T20180008205,0,2
T20180008209,0,3
T20180008211,0,2
T20180008213,0,3
T20180008216,0,2
T20180008217,0,2
T20180008218,0,1
T20180008219,0,2
T20180008220,1,2
T20180008221,0,2
T20180008222,0,2
T20180008223,0,2
T20180008224,0,2
T20180008225,0,3
T20180008228,0,1
T20180008231,0,1
T20180008232,0,2
T20180008233,0,1
T20180008236,0,2
T20180008246,0,2
T20180008248,0,1
T20180008249,0,2
T20180008254,0,2
T20180008257,0,2
T20180008261,0,2
T20180008265,0,2
T20180008266,0,1
T20180008268,0,2
T20180008270,0,2
T20180008271,0,2
T20180008273,0,4
T20180008274,0,2
T20180008275,0,2
T20180008276,0,1
T20180008278,0,1
T20180008279,0,2
T20180008280,0,4
T20180008283,1,2
T20180008286,0,3
T20180008287,0,2
T20180008289,0,2
T20180008291,0,2
T20180008292,0,2
T20180008293,0,1
T20180008295,0,3
T20180008296,0,2
T20180008304,1,1
T20180008305,0,1
T20180008307,0,2
T20180008310,0,3
T20180008311,0,2
T20180008314,0,2
T20180008317,0,1
T20180008318,0,2
T20180008319,0,1
T20180008321,0,3
T20180008322,0,2
T20180008324,1,2
T20180008326,0,2
T20180008327,0,3
T20180008328,0,2
T20180008329,0,2
T20180008332,0,1
T20180008335,0,2
T20180008336,0,1
T20180008347,0,2
T20180008349,0,2
T20180008350,0,2
T20180008352,0,1
T20180008356,0,2
T20180008363,0,2
T20180008364,0,2
T20180008365,0,3
T20180008366,0,5
T20180008367,0,3
T20180008368,0,2
T20180008372,0,2
T20180008373,0,2
T20180008376,0,2
T20180008378,0,2
T20180008380,0,2
T20180008381,0,2
T20180008383,0,4
T20180008384,0,2
T20180008385,0,1
T20180008387,0,1
T20180008388,0,1
T20180008389,0,2
T20180008391,1,2
T20180008393,0,2
T20180008395,0,2
T20180008396,0,2
T20180008397,0,2
T20180008401,0,1
T20180008402,0,2
T20180008404,0,2
T20180008405,0,2
T20180008406,0,2
T20180008407,0,1
T20180008408,0,1
T20180008410,0,5
T20180008413,0,1
T20180008421,0,1
T20180008424,0,1
T20180008425,0,2
T20180008427,0,1
T20180008429,0,2
T20180008431,0,1
T20180008433,1,2
T20180008436,0,3
T20180008439,0,2
T20180008441,0,1
T20180008443,0,1
T20180008444,0,1
T20180008445,0,1
T20180008446,0,1
T20180008448,0,2
T20180008449,1,2
T20180008450,0,1
T20180008451,0,3
T20180008455,0,1
T20180008457,0,3
T20180008458,0,1
T20180008459,0,2
T20180008460,0,2
T20180008461,0,1
T20180008462,0,2
T20180008475,0,2
T20180008476,0,2
T20180008477,0,4
T20180008478,0,2
T20180008479,0,1
T20180008482,0,1
T20180008484,0,3
T20180008487,0,2
T20180008488,0,1
T20180008489,0,2
T20180008490,0,2
T20180008492,0,3
T20180008493,0,1
T20180008494,0,2
T20180008496,0,1
T20180008497,0,2
T20180008498,0,2
T20180008501,0,3
T20180008503,0,1
T20180008509,0,3
T20180008511,0,2
T20180008514,0,3
T20180008515,0,1
T20180008517,0,2
T20180008520,0,2
T20180008521,0,1
T20180008524,0,1
T20180008526,0,1
T20180008529,0,2
T20180008532,0,2
T20180008533,0,2
T20180008535,0,1
T20180008536,0,2
T20180008537,0,2
T20180008538,0,2
T20180008541,0,2
T20180008542,0,1
T20180008543,0,1
T20180008544,0,1
T20180008546,0,2
T20180008548,0,2
T20180008549,0,1
T20180008551,0,1
T20180008553,0,2
T20180008554,0,1
T20180008555,0,1
T20180008556,0,1
T20180008557,0,2
T20180008558,0,2
T20180008559,0,2
T20180008560,0,2
T20180008561,0,2
T20180008564,0,1
T20180008565,0,2
T20180008567,0,2
T20180008568,0,2
T20180008569,0,2
T20180008571,0,2
T20180008574,0,2
T20180008576,0,3
T20180008577,0,1
T20180008578,0,2
T20180008579,0,1
T20180008581,0,1
T20180008584,0,2
T20180008586,0,1
T20180008589,1,2
T20180008595,0,1
T20180008597,0,2
T20180008600,0,2
T20180008603,0,4
T20180008606,0,2
T20180008611,0,2
T20180008612,0,3
T20180008614,0,2
T20180008617,0,2
T20180008618,0,1
T20180008619,0,1
T20180008620,0,1
T20180008623,0,1
T20180008626,0,2
T20180008629,0,2
T20180008631,0,1
T20180008632,0,2
T20180008633,0,2
T20180008634,0,2
T20180008635,0,1
T20180008637,0,2
T20180008638,0,2
T20180008639,0,1
T20180008641,0,1
T20180008644,1,2
T20180008647,0,2
T20180008649,0,1
T20180008650,0,3
T20180008652,0,1
T20180008653,0,1
T20180008654,0,2
T20180008655,0,2
T20180008656,0,2
T20180008658,0,1
T20180008659,1,2
T20180008660,0,2
T20180008662,0,3
T20180008666,0,1
T20180008667,0,2
T20180008670,0,2
T20180008672,0,3
T20180008675,0,1
T20180008677,0,1
T20180008679,0,1
T20180008680,0,1
T20180008681,0,3
T20180008683,0,6
T20180008684,0,3
T20180008685,0,2
T20180008687,1,2
T20180008690,0,2
T20180008691,0,2
T20180008693,0,2
T20180008695,0,1
T20180008697,0,2
T20180008698,0,2
T20180008702,0,1
T20180008703,0,3
T20180008704,0,2
T20180008705,0,2
T20180008706,0,1
T20180008708,0,2
T20180008709,0,3
T20180008711,0,2
T20180008714,0,2
T20180008716,0,2
T20180008718,0,2
T20180008719,0,2
T20180008722,0,1
T20180008723,0,4
T20180008725,0,3
T20180008729,0,1
T20180008730,0,1
T20180008731,0,2
T20180008732,0,2
T20180008734,0,1
T20180008735,0,4
T20180008737,0,2
T20180008738,0,1
T20180008739,0,2
T20180008741,0,4
T20180008742,0,2
T20180008743,0,2
T20180008744,0,2
T20180008746,0,2
T20180008748,0,2
T20180008751,0,2
T20180008752,0,2
T20180008755,0,1
T20180008756,0,2
T20180008759,0,2
T20180008760,1,5
T20180008761,0,1
T20180008762,0,1
T20180008763,0,2
T20180008764,0,2
T20180008765,0,3
T20180008769,0,2
T20180008772,0,2
T20180008773,0,1
T20180008774,1,2
T20180008775,0,1
T20180008777,0,2
T20180008778,0,3
T20180008781,0,2
T20180008782,1,6
T20180008783,0,2
T20180008784,0,1
T20180008785,1,3
T20180008786,0,1
T20180008787,0,2
T20180008789,0,1
T20180008790,0,2
T20180008792,0,2
T20180008796,0,2
T20180008797,0,2
T20180008801,0,2
T20180008802,0,3
T20180008804,0,2
T20180008806,0,1
T20180008808,0,1
T20180008809,0,1
T20180008810,0,1
T20180008813,0,2
T20180008814,0,2
T20180008815,0,1
T20180008817,0,2
T20180008824,0,2
T20180008825,0,1
T20180008826,0,1
T20180008830,0,2
T20180008833,0,1
T20180008834,0,3
T20180008837,0,1
T20180008840,0,1
T20180008843,0,3
T20180008845,0,1
T20180008846,0,2
T20180008847,0,3
T20180008848,0,5
T20180008849,0,2
T20180008851,0,2
T20180008852,0,1
T20180008853,0,2
T20180008854,0,1
T20180008855,0,2
T20180008858,0,1
T20180008860,0,2
T20180008861,0,3
T20180008862,0,2
T20180008864,0,2
T20180008866,0,3
T20180008867,0,1
T20180008868,0,3
T20180008876,0,2
T20180008877,0,2
T20180008879,0,1
T20180008880,0,2
T20180008881,0,2
T20180008883,0,1
T20180008884,0,2
T20180008886,0,2
T20180008887,0,1
T20180008888,0,2
T20180008890,0,1
T20180008894,0,1
T20180008895,0,1
T20180008896,0,2
T20180008897,0,1
T20180008898,0,2
T20180008908,0,2
T20180008911,0,5
T20180008914,0,1
T20180008917,0,3
T20180008921,0,1
T20180008924,0,2
T20180008925,0,2
T20180008927,0,1
T20180008929,0,2
T20180008932,0,2
T20180008934,0,2
T20180008937,0,1
T20180008938,0,1
T20180008943,0,2
T20180008944,0,2
T20180008945,0,2
T20180008947,0,2
T20180008949,0,3
T20180008951,0,2
T20180008953,0,2
T20180008955,0,1
T20180008957,0,1
T20180008959,0,2
T20180008960,0,1
T20180008961,0,2
T20180008963,0,2
T20180008967,0,5
T20180008969,0,1
T20180008971,0,2
T20180008976,0,3
T20180008978,0,1
T20180008979,0,1
T20180008980,0,1
T20180008981,0,2
T20180008982,0,2
T20180008984,0,2
T20180008985,0,2
T20180008987,0,1
T20180008988,0,1
T20180008989,0,1
T20180008993,0,2
T20180008995,0,1
T20180009000,0,3
T20180009002,0,2
T20180009003,0,3
T20180009004,0,1
T20180009005,0,3
T20180009007,0,2
T20180009009,0,2
T20180009011,0,1
T20180009012,0,2
T20180009013,0,2
T20180009016,0,1
T20180009021,0,1
T20180009022,0,1
T20180009027,0,2
T20180009029,0,1
T20180009037,0,1
T20180009039,0,1
T20180009040,0,2
T20180009041,0,2
T20180009042,0,2
T20180009044,0,3
T20180009046,0,2
T20180009047,0,2
T20180009048,0,1
T20180009049,0,3
T20180009050,0,3
T20180009051,0,1
T20180009052,0,2
T20180009056,0,3
T20180009057,0,1
T20180009058,0,1
T20180009059,0,1
T20180009062,0,1
T20180009066,0,2
T20180009073,0,2
T20180009075,0,4
T20180009076,0,2
T20180009077,0,2
T20180009080,0,2
T20180009081,0,2
T20180009082,0,2
T20180009083,0,2
T20180009084,0,1
T20180009087,1,2
T20180009090,0,2
T20180009091,0,2
T20180009092,0,1
T20180009093,0,1
T20180009094,0,2
T20180009097,0,2
T20180009101,0,1
T20180009102,0,2
T20180009103,0,1
T20180009104,0,2
T20180009105,0,3
T20180009107,0,2
T20180009108,0,3
T20180009109,0,1
T20180009113,0,2
T20180009114,0,1
T20180009116,0,2
T20180009119,0,2
T20180009120,0,2
T20180009122,0,2
T20180009123,0,1
T20180009125,0,3
T20180009126,0,2
T20180009130,0,1
T20180009132,0,2
T20180009134,0,1
T20180009135,0,1
T20180009136,0,2
T20180009138,0,1
T20180009139,0,2
T20180009140,0,2
T20180009141,0,3
T20180009144,0,1
T20180009145,0,1
T20180009146,0,2
T20180009147,0,1
T20180009150,0,3
T20180009151,0,1
T20180009152,0,2
T20180009155,0,1
T20180009158,0,1
T20180009159,0,2
T20180009161,0,2
T20180009164,0,1
T20180009165,0,4
T20180009166,0,1
T20180009167,0,2
T20180009171,0,2
T20180009172,0,1
T20180009174,0,1
T20180009175,0,1
T20180009178,0,2
T20180009182,0,2
T20180009187,0,1
T20180009188,0,2
T20180009189,0,1
T20180009190,0,2
T20180009197,0,3
T20180009198,0,2
T20180009199,0,2
T20180009200,0,1
T20180009201,0,2
T20180009202,0,3
T20180009204,0,4
T20180009205,0,2
T20180009207,0,2
T20180009208,0,3
T20180009209,0,2
T20180009210,0,2
T20180009212,0,2
T20180009214,0,2
T20180009215,0,2
T20180009218,0,1
T20180009219,0,2
T20180009220,0,2
T20180009222,0,2
T20180009225,0,1
T20180009226,0,1
T20180009227,1,2
T20180009230,0,1
T20180009232,0,1
T20180009234,0,2
T20180009235,0,1
T20180009237,0,4
T20180009238,0,2
T20180009239,0,3
T20180009242,0,2
T20180009244,0,2
T20180009246,0,1
T20180009249,0,2
T20180009252,0,2
T20180009253,0,1
T20180009254,0,1
T20180009255,0,1
T20180009256,0,2
T20180009257,1,3
T20180009258,0,2
T20180009259,0,2
T20180009260,0,2
T20180009263,0,2
T20180009264,0,2
T20180009265,0,3
T20180009268,0,1
T20180009270,0,2
T20180009272,0,2
T20180009273,0,2
T20180009274,0,2
T20180009275,0,1
T20180009276,0,2
T20180009278,0,2
T20180009279,0,2
T20180009280,0,3
T20180009281,0,1
T20180009282,0,1
T20180009284,0,3
T20180009287,0,2
T20180009288,0,1
T20180009290,0,2
T20180009292,0,1
T20180009297,0,2
T20180009298,1,2
T20180009299,0,3
T20180009300,0,2
T20180009301,0,3
T20180009303,0,2
T20180009306,0,2
T20180009308,0,3
T20180009313,0,1
T20180009314,0,1
T20180009316,0,1
T20180009317,0,2
T20180009318,0,1
T20180009319,0,1
T20180009322,0,2
T20180009323,0,1
T20180009325,0,2
T20180009326,0,2
T20180009327,0,2
T20180009328,0,2
T20180009332,0,2
T20180009333,0,2
T20180009334,0,2
T20180009340,0,1
T20180009341,0,3
T20180009342,0,2
T20180009343,0,2
T20180009346,0,2
T20180009348,0,2
T20180009349,0,1
T20180009352,0,2
T20180009355,0,1
T20180009356,0,2
T20180009357,0,1
T20180009359,0,1
T20180009360,0,1
T20180009361,0,3
T20180009362,0,3
T20180009364,0,2
T20180009365,0,1
T20180009366,0,2
T20180009367,0,2
T20180009369,0,3
T20180009370,0,1
T20180009371,0,2
T20180009377,0,4
T20180009378,0,1
T20180009379,0,1
T20180009380,0,2
T20180009382,0,1
T20180009383,0,1
T20180009385,0,2
T20180009386,0,1
T20180009387,0,2
T20180009388,1,1
T20180009389,0,2
T20180009390,0,1
T20180009391,0,2
T20180009393,0,3
T20180009394,0,2
T20180009396,0,4
T20180009398,0,1
T20180009399,0,1
T20180009400,0,2
T20180009404,0,4
T20180009407,0,3
T20180009409,0,2
T20180009411,0,2
T20180009413,0,4
T20180009421,0,1
T20180009422,0,3
T20180009424,0,2
T20180009425,1,4
T20180009427,0,1
T20180009431,0,2
T20180009433,0,2
T20180009434,0,2
T20180009435,0,2
T20180009437,0,1
T20180009438,0,3
T20180009440,0,1
T20180009441,0,2
T20180009447,0,1
T20180009449,0,1
T20180009452,0,2
T20180009454,0,2
T20180009456,0,2
T20180009460,0,1
T20180009462,0,1
T20180009464,0,1
T20180009466,0,2
T20180009467,0,3
T20180009468,1,1
T20180009470,0,2
T20180009473,0,1
T20180009475,0,3
T20180009479,0,2
T20180009480,0,2
T20180009482,0,2
T20180009483,0,2
T20180009484,0,2
T20180009487,0,1
T20180009489,0,2
T20180009490,0,1
T20180009492,0,1
T20180009495,0,2
T20180009498,0,1
T20180009500,0,1
T20180009502,0,2
T20180009504,0,1
T20180009508,0,3
T20180009514,0,1
T20180009515,0,1
T20180009517,0,2
T20180009518,0,1
T20180009519,0,2
T20180009521,0,2
T20180009525,0,2
T20180009527,0,1
T20180009528,1,3
T20180009530,0,2
T20180009531,0,4
T20180009532,0,1
T20180009535,0,2
T20180009537,0,1
T20180009540,0,1
T20180009541,0,2
T20180009542,0,2
T20180009544,0,2
T20180009545,0,4
T20180009546,0,2
T20180009549,0,2
T20180009551,0,1
T20180009552,0,4
T20180009553,0,2
T20180009554,0,2
T20180009556,0,2
T20180009557,0,1
T20180009558,0,2
T20180009559,0,1
T20180009563,0,2
T20180009564,0,3
T20180009565,0,2
T20180009566,0,2
T20180009567,1,2
T20180009568,0,1
T20180009569,0,2
T20180009574,0,2
T20180009577,0,3
T20180009582,0,2
T20180009583,0,2
T20180009584,0,2
T20180009586,1,2
T20180009589,0,2
T20180009592,0,2
T20180009594,0,2
T20180009596,0,1
T20180009599,0,2
T20180009600,0,1
T20180009601,0,1
T20180009602,0,1
T20180009603,0,2
T20180009606,0,2
T20180009607,0,2
T20180009608,0,1
T20180009611,0,3
T20180009613,0,1
T20180009615,0,1
T20180009617,0,2
T20180009620,0,2
T20180009621,0,2
T20180009623,0,2
T20180009629,0,2
T20180009630,0,2
T20180009631,0,2
T20180009632,0,2
T20180009633,0,1
T20180009634,0,2
T20180009637,0,2
T20180009639,0,1
T20180009641,0,2
T20180009642,1,2
T20180009643,1,2
T20180009644,0,1
T20180009646,0,2
T20180009650,1,2
T20180009651,0,3
T20180009652,0,2
T20180009653,0,2
T20180009654,0,2
T20180009656,0,2
T20180009657,0,2
T20180009658,0,2
T20180009660,1,2
T20180009662,0,2
T20180009663,0,2
T20180009664,0,2
T20180009666,0,2
T20180009668,0,3
T20180009669,0,2
T20180009671,0,2
T20180009672,0,2
T20180009673,0,1
T20180009675,0,2
T20180009677,0,1
T20180009681,0,2
T20180009682,0,2
T20180009687,0,2
T20180009688,0,1
T20180009690,0,2
T20180009691,0,2
T20180009692,0,1
T20180009693,0,2
T20180009695,0,1
T20180009696,0,2
T20180009697,0,2
T20180009701,0,2
T20180009703,0,2
T20180009704,0,2
T20180009707,0,2
T20180009709,0,1
T20180009711,0,3
T20180009712,0,2
T20180009713,0,2
T20180009716,0,3
T20180009717,0,2
T20180009718,0,2
T20180009719,0,1
T20180009720,0,2
T20180009722,0,1
T20180009725,0,3
T20180009728,0,1
T20180009730,0,1
T20180009732,0,1
T20180009735,0,1
T20180009736,0,2
T20180009737,0,2
T20180009740,0,2
T20180009742,0,2
T20180009743,0,2
T20180009744,0,1
T20180009745,0,2
T20180009747,0,2
T20180009750,0,1
T20180009751,0,1
T20180009752,0,2
T20180009754,0,1
T20180009758,0,1
T20180009760,0,1
T20180009761,0,3
T20180009762,0,1
T20180009763,0,2
T20180009764,0,1
T20180009765,0,1
T20180009769,0,2
T20180009771,0,2
T20180009775,0,2
T20180009776,0,1
T20180009779,0,2
T20180009780,0,2
T20180009783,0,2
T20180009784,0,2
T20180009785,0,1
T20180009788,0,2
T20180009789,0,2
T20180009793,0,1
T20180009795,0,2
T20180009797,0,1
T20180009799,0,2
T20180009802,0,1
T20180009803,0,1
T20180009804,0,2
T20180009805,0,2
T20180009806,0,1
T20180009807,0,1
T20180009809,0,3
T20180009811,0,2
T20180009813,0,3
T20180009814,0,2
T20180009815,0,2
T20180009820,0,2
T20180009821,0,1
T20180009822,0,2
T20180009823,0,1
T20180009828,0,2
T20180009833,1,2
T20180009834,0,1
T20180009835,0,2
T20180009839,0,3
T20180009841,0,1
T20180009842,1,2
T20180009848,0,1
T20180009851,0,2
T20180009852,0,1
T20180009855,0,2
T20180009858,0,2
T20180009861,0,2
T20180009862,0,3
T20180009863,0,3
T20180009864,0,2
T20180009869,0,2
T20180009870,0,2
T20180009873,0,2
T20180009875,0,2
T20180009876,0,2
T20180009878,0,2
T20180009881,0,2
T20180009882,0,1
T20180009883,0,3
T20180009884,0,2
T20180009885,0,2
T20180009887,0,2
T20180009889,0,4
T20180009890,0,2
T20180009891,0,2
T20180009892,0,2
T20180009893,1,2
T20180009896,1,3
T20180009897,0,2
T20180009898,0,1
T20180009900,0,2
T20180009901,0,1
T20180009905,0,2
T20180009907,0,1
T20180009908,0,1
T20180009909,0,2
T20180009915,0,5
T20180009918,0,1
T20180009922,0,2
T20180009925,0,4
T20180009928,0,1
T20180009931,0,2
T20180009934,0,2
T20180009939,0,1
T20180009941,0,1
T20180009942,0,2
T20180009943,0,2
T20180009945,0,3
T20180009947,0,3
T20180009949,0,2
T20180009950,0,1
T20180009951,0,2
T20180009954,0,2
T20180009956,0,2
T20180009959,0,2
T20180009960,0,2
T20180009962,1,1
T20180009963,0,2
T20180009964,0,1
T20180009966,0,1
T20180009967,0,2
T20180009970,0,2
T20180009971,0,2
T20180009972,0,2
T20180009974,0,2
T20180009975,0,2
T20180009976,0,1
T20180009978,0,2
T20180009980,0,2
T20180009988,0,1
T20180009989,0,1
T20180009993,0,2
T20180009994,0,1
T20180009996,0,1
T20180009997,0,2
T20180010000,0,2
T20180010001,0,1
T20180010002,0,2
T20180010006,0,1
T20180010010,0,2
T20180010012,0,2
T20180010013,0,2
T20180010016,0,1
T20180010019,0,1
T20180010021,0,2
T20180010022,0,2
T20180010023,0,1
T20180010024,0,2
T20180010025,0,2
T20180010027,0,2
T20180010028,0,5
T20180010031,0,1
T20180010032,0,1
T20180010035,0,1
T20180010037,0,1
T20180010038,0,2
T20180010040,0,1
T20180010042,0,1
T20180010044,0,1
T20180010048,0,2
T20180010049,0,2
T20180010050,0,2
T20180010051,0,1
T20180010053,0,2
T20180010055,0,1
T20180010065,0,2
T20180010067,0,2
T20180010068,0,2
T20180010069,0,2
T20180010070,0,3
T20180010071,0,1
T20180010076,0,1
T20180010077,0,2
T20180010078,0,1
T20180010079,0,2
T20180010081,0,2
T20180010083,0,4
T20180010086,0,2
T20180010093,0,2
T20180010094,0,1
T20180010095,0,1
T20180010097,0,2
T20180010098,0,2
T20180010103,0,2
T20180010104,0,1
T20180010105,0,1
T20180010108,1,2
T20180010109,0,2
T20180010110,0,1
T20180010111,0,2
T20180010113,0,2
T20180010115,0,1
T20180010117,0,2
T20180010118,0,2
T20180010119,0,2
T20180010120,0,2
T20180010122,0,2
T20180010125,0,1
T20180010129,0,2
T20180010130,0,2
T20180010132,0,2
T20180010133,0,1
T20180010134,0,1
T20180010137,0,2
T20180010140,0,1
T20180010141,0,2
T20180010143,0,1
T20180010144,1,2
T20180010147,1,2
T20180010148,0,2
T20180010149,0,2
T20180010150,0,2
T20180010152,0,2
T20180010158,0,1
T20180010162,0,2
T20180010163,0,2
T20180010164,0,1
T20180010165,0,2
T20180010166,0,1
T20180010167,0,2
T20180010168,0,1
T20180010170,0,2
T20180010173,0,2
T20180010174,0,2
T20180010180,0,2
T20180010181,0,3
T20180010182,0,2
T20180010183,0,2
T20180010186,0,2
T20180010187,0,2
T20180010188,0,2
T20180010189,1,2
T20180010193,0,2
T20180010195,0,1
T20180010197,0,1
T20180010198,0,2
T20180010200,0,3
T20180010201,0,2
T20180010203,0,2
T20180010204,0,3
T20180010206,0,2
T20180010207,0,2
T20180010208,0,2
T20180010209,0,1
T20180010210,0,2
T20180010211,0,2
T20180010215,0,2
T20180010219,0,2
T20180010220,0,2
T20180010221,0,1
T20180010222,0,3
T20180010223,0,2
T20180010227,0,2
T20180010228,0,2
T20180010229,0,1
T20180010231,0,2
T20180010233,0,2
T20180010239,0,1
T20180010242,0,2
T20180010243,0,2
T20180010244,0,2
T20180010245,0,2
T20180010246,0,2
T20180010247,0,3
T20180010252,0,2
T20180010253,0,2
T20180010254,0,2
T20180010257,0,2
T20180010258,0,1
T20180010259,0,1
T20180010260,0,2
T20180010262,0,1
T20180010263,0,2
T20180010264,0,1
T20180010266,0,2
T20180010267,0,2
T20180010270,0,2
T20180010271,0,1
T20180010274,0,2
T20180010276,0,2
T20180010280,0,2
T20180010282,0,2
T20180010283,0,2
T20180010285,0,1
T20180010286,0,2
T20180010288,0,2
T20180010289,0,2
T20180010290,0,2
T20180010291,0,2
T20180010292,0,2
T20180010295,0,3
T20180010297,0,1
T20180010301,0,2
T20180010302,0,2
T20180010304,0,6
T20180010306,0,1
T20180010307,1,4
T20180010309,0,2
T20180010312,0,3
T20180010313,0,2
T20180010314,0,2
T20180010315,0,1
T20180010317,0,1
T20180010321,1,4
T20180010322,0,2
T20180010324,0,2
T20180010328,0,4
T20180010330,0,2
T20180010331,0,5
T20180010332,0,2
T20180010334,0,2
T20180010335,0,2
T20180010336,0,2
T20180010337,0,2
T20180010341,0,2
T20180010342,0,1
T20180010343,0,2
T20180010344,0,2
T20180010345,0,3
T20180010347,0,3
T20180010350,0,2
T20180010353,0,1
T20180010354,0,2
T20180010356,0,3
T20180010357,0,2
T20180010358,0,2
T20180010360,0,1
T20180010361,0,1
T20180010362,0,1
T20180010364,0,1
T20180010368,0,1
T20180010369,0,1
T20180010370,0,2
T20180010372,0,2
T20180010374,0,1
T20180010375,0,1
T20180010376,0,1
T20180010381,0,2
T20180010383,0,2
T20180010385,0,2
T20180010388,0,2
T20180010389,0,3
T20180010390,0,1
T20180010392,0,1
T20180010393,0,1
T20180010398,0,2
T20180010399,0,2
T20180010400,1,1
T20180010402,0,2
T20180010403,0,4
T20180010404,0,3
T20180010405,0,2
T20180010408,0,2
T20180010410,0,3
T20180010413,0,1
T20180010414,0,1
T20180010417,0,1
T20180010419,0,2
T20180010421,0,2
T20180010423,0,2
T20180010428,0,2
T20180010430,0,1
T20180010432,0,2
T20180010433,0,1
T20180010439,0,3
T20180010442,0,2
T20180010443,0,2
T20180010445,0,2
T20180010447,0,1
T20180010451,0,1
T20180010452,0,3
T20180010453,0,2
T20180010454,0,1
T20180010455,0,2
T20180010457,0,3
T20180010460,0,3
T20180010462,0,1
T20180010464,0,2
T20180010465,0,2
T20180010466,0,3
T20180010467,0,2
T20180010472,0,2
T20180010477,0,1
T20180010478,0,2
T20180010479,0,1
T20180010480,1,2
T20180010481,0,2
T20180010482,0,2
T20180010483,0,2
T20180010485,0,2
T20180010486,0,2
T20180010487,0,2
T20180010490,0,2
T20180010491,0,1
T20180010492,0,1
T20180010497,0,2
T20180010500,0,1
T20180010501,0,2
T20180010503,0,2
T20180010507,0,2
T20180010515,0,1
T20180010519,0,2
T20180010521,0,1
T20180010524,0,2
T20180010530,0,2
T20180010532,0,2
T20180010535,0,2
T20180010536,0,2
T20180010537,0,3
T20180010542,0,2
T20180010546,0,2
T20180010547,0,1
T20180010548,0,2
T20180010549,0,1
T20180010550,0,2
T20180010551,0,1
T20180010552,0,2
T20180010553,0,2
T20180010554,0,3
T20180010555,0,4
T20180010561,0,2
T20180010562,0,2
T20180010564,0,2
T20180010565,0,2
T20180010566,1,1
T20180010567,0,1
T20180010568,0,1
T20180010571,0,2
T20180010573,0,2
T20180010577,0,1
T20180010581,0,4
T20180010583,0,1
T20180010584,0,1
T20180010585,0,3
T20180010587,0,2
T20180010589,0,1
T20180010590,0,2
T20180010591,0,2
T20180010593,0,2
T20180010594,0,1
T20180010595,0,1
T20180010596,1,2
T20180010599,0,1
T20180010600,0,2
T20180010602,0,2
T20180010603,0,2
T20180010606,0,2
T20180010610,0,1
T20180010611,0,1
T20180010614,0,2
T20180010618,0,1
T20180010619,0,1
T20180010620,0,1
T20180010623,0,2
T20180010624,0,2
T20180010627,0,1
T20180010630,0,2
T20180010632,0,2
T20180010633,0,3
T20180010634,0,2
T20180010635,0,2
T20180010637,0,2
T20180010641,0,1
T20180010644,0,2
T20180010646,0,1
T20180010647,0,2
T20180010648,0,2
T20180010650,0,2
T20180010652,0,1
T20180010654,0,2
T20180010656,0,1
T20180010660,0,1
T20180010664,0,1
T20180010666,0,1
T20180010667,0,2
T20180010668,0,4
T20180010669,0,1
T20180010671,0,2
T20180010673,0,2
T20180010675,0,2
T20180010677,0,2
T20180010678,0,2
T20180010684,0,2
T20180010685,0,1
T20180010686,0,2
T20180010687,0,2
T20180010689,0,2
T20180010690,0,1
T20180010691,0,2
T20180010694,1,2
T20180010696,0,1
T20180010698,0,2
T20180010701,0,3
T20180010702,0,2
T20180010703,0,1
T20180010704,0,2
T20180010705,1,1
T20180010706,0,5
T20180010707,0,2
T20180010708,0,1
T20180010712,0,2
T20180010717,0,2
T20180010718,0,2
T20180010719,0,1
T20180010720,0,2
T20180010721,0,2
T20180010722,0,2
T20180010723,0,2
T20180010724,0,2
T20180010725,0,2
T20180010726,0,1
T20180010727,0,1
T20180010728,0,2
T20180010735,0,2
T20180010737,0,1
T20180010738,0,2
T20180010740,0,2
T20180010741,0,2
T20180010744,0,2
T20180010745,0,2
T20180010746,0,2
T20180010747,0,2
T20180010751,0,6
T20180010754,0,3
T20180010755,0,2
T20180010757,0,1
T20180010759,0,3
T20180010761,0,1
T20180010766,0,1
T20180010767,0,1
T20180010768,0,2
T20180010769,0,1
T20180010772,0,2
T20180010773,1,2
T20180010775,0,2
T20180010778,0,2
T20180010780,0,2
T20180010781,0,1
T20180010784,0,1
T20180010786,0,2
T20180010787,0,2
T20180010788,0,1
T20180010789,0,3
T20180010791,0,2
T20180010792,0,2
T20180010793,0,1
T20180010794,0,2
T20180010797,0,3
T20180010799,0,2
T20180010801,0,5
T20180010802,0,1
T20180010804,0,2
T20180010807,0,1
T20180010808,0,2
T20180010809,0,2
T20180010812,0,2
T20180010816,0,5
T20180010817,0,2
T20180010818,0,2
T20180010821,0,2
T20180010822,0,1
T20180010824,0,1
T20180010827,0,2
T20180010831,0,3
T20180010832,0,2
T20180010836,0,1
