ACCIDENT_NO,ANY_TRAILER,NUM_VEHICLES
T20120003398,0,1
T20120003399,0,2
T20120003400,0,2
T20120003402,0,1
T20120003403,0,1
T20120003408,0,2
T20120003409,0,2
T20120003415,0,1
T20120003423,0,3
T20120003424,0,1
T20120003425,0,2
T20120003432,0,2
T20120003433,0,2
T20120003434,0,2
T20120003439,0,2
T20120003440,0,2
T20120003443,0,2
T20120003445,0,2
T20120003447,0,1
T20120003448,0,1
T20120003449,0,2
T20120003450,0,2
T20120003451,0,1
T20120003452,0,1
T20120003453,0,1
T20120003464,0,1
T20120003465,0,1
T20120003466,0,1
T20120003467,0,1
T20120003468,0,2
T20120003469,0,1
T20120003471,0,2
T20120003475,0,2
T20120003476,0,2
T20120003478,0,2
T20120003482,0,2
T20120003485,0,3
T20120003486,0,2
T20120003487,0,1
T20120003490,0,2
T20120003493,0,3
T20120003494,0,1
T20120003496,0,2
T20120003499,0,2
T20120003500,0,2
T20120003503,0,1
T20120003510,0,1
T20120003511,0,1
T20120003512,0,1
T20120003513,0,1
T20120003516,0,2
T20120003521,0,2
T20120003528,0,1
T20120003529,0,2
T20120003531,0,2
T20120003538,0,2
T20120003540,0,2
T20120003542,0,2
T20120003543,1,4
T20120003544,0,2
T20120003546,0,1
T20120003548,0,1
T20120003549,0,2
T20120003550,0,2
T20120003553,0,4
T20120003556,0,2
T20120003559,0,2
T20120003560,0,2
T20120003561,0,1
T20120003563,0,3
T20120003564,0,2
T20120003566,0,2
T20120003567,0,2
T20120003569,0,1
T20120003571,0,1
T20120003573,0,1
T20120003574,0,2
T20120003575,0,3
T20120003577,0,2
T20120003579,0,2
T20120003580,0,2
T20120003581,0,2
T20120003583,0,2
T20120003584,0,2
T20120003585,0,3
T20120003587,0,1
T20120003592,0,2
T20120003593,0,2
T20120003595,0,1
T20120003599,0,1
T20120003600,0,2
T20120003601,0,3
T20120003603,0,1
T20120003609,0,2
T20120003610,0,2
T20120003611,0,5
T20120003619,0,2
T20120003625,0,2
T20120003626,0,2
T20120003627,0,1
T20120003631,0,8
T20120003632,0,1
T20120003634,0,1
T20120003637,0,2
T20120003639,0,1
T20120003640,0,2
T20120003641,0,2
T20120003642,1,2
T20120003643,0,1
T20120003646,1,1
T20120003650,0,1
T20120003651,1,2
T20120003652,0,2
T20120003653,0,2
T20120003658,0,1
T20120003662,0,1
T20120003664,0,2
T20120003666,0,1
T20120003667,0,2
T20120003673,0,1
T20120003677,0,2
T20120003679,0,1
T20120003681,0,2
T20120003682,0,1
T20120003683,0,2
T20120003684,0,2
T20120003686,0,2
T20120003687,0,1
T20120003690,0,2
T20120003692,0,2
T20120003698,0,2
T20120003700,0,2
T20120003701,0,1
T20120003704,0,2
T20120003705,0,2
T20120003710,0,1
T20120003712,0,3
T20120003714,0,1
T20120003716,0,2
T20120003717,0,2
T20120003718,0,3
T20120003723,0,1
T20120003724,0,3
T20120003725,0,2
T20120003727,0,1
T20120003728,0,1
T20120003730,0,2
T20120003731,0,2
T20120003732,0,1
T20120003733,0,1
T20120003737,0,1
T20120003738,0,2
T20120003739,0,1
T20120003740,0,2
T20120003742,0,1
T20120003743,0,1
T20120003746,0,3
T20120003747,0,2
T20120003750,0,3
T20120003753,0,2
T20120003757,0,1
T20120003758,0,1
T20120003759,0,2
T20120003760,0,1
T20120003765,0,3
T20120003766,0,16
T20120003768,0,2
T20120003771,0,2
T20120003772,0,1
T20120003780,0,1
T20120003781,0,2
T20120003783,0,1
T20120003785,0,2
T20120003796,0,2
T20120003798,0,3
T20120003799,0,2
T20120003800,0,2
T20120003801,0,2
T20120003802,0,2
T20120003803,0,1
T20120003808,0,2
T20120003809,0,1
T20120003810,0,1
T20120003814,0,2
T20120003816,0,2
T20120003819,0,2
T20120003820,0,2
T20120003822,0,2
T20120003823,0,1
T20120003825,0,2
T20120003826,0,2
T20120003827,0,1
T20120003832,0,2
T20120003835,0,1
T20120003836,0,1
T20120003839,0,2
T20120003840,0,2
T20120003842,0,3
T20120003844,0,3
T20120003845,0,2
T20120003846,0,1
T20120003850,0,2
T20120003852,0,1
T20120003853,0,1
T20120003854,0,2
T20120003855,0,2
T20120003861,0,2
T20120003863,0,2
T20120003864,0,1
T20120003867,1,2
T20120003869,0,6
T20120003875,0,2
T20120003876,0,1
T20120003883,0,1
T20120003884,0,1
T20120003885,0,1
T20120003887,0,2
T20120003889,0,3
T20120003893,0,2
T20120003896,0,1
T20120003898,0,1
T20120003901,0,2
T20120003902,0,2
T20120003903,0,2
T20120003904,0,1
T20120003905,0,2
T20120003908,0,2
T20120003910,0,1
T20120003915,0,4
T20120003917,0,2
T20120003918,0,2
T20120003919,0,2
T20120003920,0,1
T20120003921,0,2
T20120003925,0,3
T20120003926,1,1
T20120003928,0,2
T20120003930,0,1
T20120003931,0,2
T20120003934,0,1
T20120003938,0,2
T20120003941,0,2
T20120003942,0,2
T20120003944,0,2
T20120003948,0,2
T20120003950,0,1
T20120003955,0,1
T20120003957,0,3
T20120003958,0,1
T20120003961,0,2
T20120003962,0,2
T20120003963,0,1
T20120003964,0,1
T20120003969,0,1
T20120003972,0,1
T20120003976,0,2
T20120003981,0,2
T20120003982,0,2
T20120003983,0,2
T20120003987,0,2
T20120003989,0,2
T20120003991,0,1
T20120003992,0,2
T20120003993,0,1
T20120003997,0,2
T20120003998,0,2
T20120003999,0,3
T20120004000,0,1
T20120004001,0,1
T20120004002,0,1
T20120004005,0,2
T20120004011,0,2
T20120004014,0,1
T20120004015,0,1
T20120004018,0,1
T20120004023,0,1
T20120004025,0,2
T20120004026,0,1
T20120004028,1,1
T20120004031,0,2
T20120004033,0,3
T20120004039,0,2
T20120004040,0,1
T20120004041,0,2
T20120004042,0,2
T20120004044,0,2
T20120004045,0,1
T20120004047,0,1
T20120004050,0,1
T20120004057,0,2
T20120004058,0,2
T20120004060,0,2
T20120004063,0,2
T20120004072,1,2
T20120004075,0,2
T20120004079,0,2
T20120004080,0,3
T20120004081,0,1
T20120004083,0,2
T20120004086,0,2
T20120004088,0,1
T20120004089,0,1
T20120004093,0,2
T20120004095,1,3
T20120004102,0,2
T20120004104,0,1
T20120004106,0,2
T20120004107,0,2
T20120004108,0,4
T20120004110,0,2
T20120004111,0,2
T20120004112,0,2
T20120004113,0,2
T20120004119,0,2
T20120004125,0,2
T20120004126,0,3
T20120004127,0,2
T20120004131,0,2
T20120004134,0,1
T20120004135,0,2
T20120004139,0,1
T20120004141,0,2
T20120004147,0,2
T20120004149,0,2
T20120004153,0,1
T20120004162,0,2
T20120004163,0,2
T20120004164,0,2
T20120004165,0,2
T20120004168,0,2
T20120004175,0,2
T20120004178,1,2
T20120004179,0,2
T20120004181,0,2
T20120004187,0,4
T20120004190,0,2
T20120004197,0,1
T20120004198,0,2
T20120004199,0,1
T20120004200,0,1
T20120004201,0,2
T20120004203,0,2
T20120004204,0,2
T20120004205,0,1
T20120004206,0,3
T20120004207,0,3
T20120004208,0,2
T20120004209,0,3
T20120004213,0,3
T20120004215,0,2
T20120004217,0,2
T20120004220,0,1
T20120004222,0,2
T20120004224,0,4
T20120004225,0,1
T20120004226,0,4
T20120004227,0,1
T20120004235,0,2
T20120004237,0,2
T20120004240,0,1
T20120004243,0,3
T20120004244,0,1
T20120004247,1,1
T20120004248,0,3
T20120004249,0,2
T20120004250,0,2
T20120004251,0,2
T20120004252,0,4
T20120004255,0,2
T20120004256,0,2
T20120004260,0,2
T20120004263,0,1
T20120004265,0,2
T20120004267,0,1
T20120004272,0,1
T20120004273,0,4
T20120004274,0,2
T20120004275,0,2
T20120004280,0,2
T20120004281,0,1
T20120004282,0,3
T20120004283,0,1
T20120004284,0,2
T20120004285,0,1
T20120004287,0,2
T20120004288,0,2
T20120004289,0,1
T20120004295,0,2
T20120004299,0,3
T20120004300,0,2
T20120004301,0,2
T20120004302,0,2
T20120004303,0,1
T20120004305,0,2
T20120004309,0,2
T20120004311,0,2
T20120004314,0,2
T20120004316,0,2
T20120004318,0,1
T20120004320,0,2
T20120004324,0,1
T20120004326,0,2
T20120004327,0,3
T20120004330,0,2
T20120004331,0,2
T20120004332,0,2
T20120004333,0,3
T20120004337,0,3
T20120004340,0,1
T20120004342,0,3
T20120004343,0,2
T20120004345,0,1
T20120004346,0,2
T20120004349,0,1
T20120004350,0,2
T20120004353,0,2
T20120004357,0,1
T20120004358,0,2
T20120004363,0,2
T20120004364,0,2
T20120004365,0,2
T20120004366,0,1
T20120004368,0,2
T20120004371,0,1
T20120004373,0,2
T20120004374,0,2
T20120004375,0,2
T20120004380,0,4
T20120004382,0,1
T20120004388,0,1
T20120004393,0,1
T20120004394,0,1
T20120004395,0,5
T20120004398,0,2
T20120004399,0,2
T20120004400,0,2
T20120004401,0,2
T20120004405,0,2
T20120004407,0,1
T20120004408,0,1
T20120004409,0,1
T20120004412,0,1
T20120004416,0,2
T20120004417,0,1
T20120004418,0,4
T20120004420,0,2
T20120004422,0,2
T20120004424,0,2
T20120004427,0,1
T20120004428,0,2
T20120004431,0,2
T20120004432,0,2
T20120004433,0,1
T20120004434,0,3
T20120004436,0,4
T20120004437,0,2
T20120004440,0,1
T20120004441,0,2
T20120004442,1,4
T20120004445,0,2
T20120004446,0,2
T20120004447,0,2
T20120004448,0,1
T20120004449,0,1
T20120004450,1,2
T20120004454,0,2
T20120004456,0,2
T20120004458,0,2
T20120004459,0,2
T20120004460,0,2
T20120004461,0,3
T20120004462,0,3
T20120004464,0,2
T20120004467,0,2
T20120004470,0,2
T20120004472,0,2
T20120004473,0,1
T20120004475,0,1
T20120004476,0,2
T20120004478,0,1
T20120004481,0,1
T20120004484,0,3
T20120004485,0,2
T20120004486,0,2
T20120004487,0,2
T20120004488,0,2
T20120004490,0,2
T20120004493,0,2
T20120004494,0,2
T20120004495,0,2
T20120004496,0,2
T20120004498,0,1
T20120004499,0,3
T20120004503,0,1
T20120004504,0,2
T20120004506,0,2
T20120004508,0,1
T20120004510,0,1
T20120004511,0,1
T20120004514,0,2
T20120004516,0,1
T20120004519,0,1
T20120004522,0,2
T20120004524,0,3
T20120004529,0,1
T20120004530,0,1
T20120004531,0,1
T20120004534,0,2
T20120004535,0,2
T20120004537,0,2
T20120004540,0,1
T20120004542,0,2
T20120004543,0,2
T20120004546,0,1
T20120004547,0,1
T20120004558,0,4
T20120004559,0,2
T20120004560,0,1
T20120004564,0,2
T20120004565,0,2
T20120004568,0,2
T20120004569,0,2
T20120004570,0,3
T20120004572,0,1
T20120004575,0,2
T20120004576,0,2
T20120004577,0,2
T20120004579,0,1
T20120004580,0,3
T20120004582,0,1
T20120004583,0,2
T20120004585,0,1
T20120004589,0,2
T20120004590,0,2
T20120004591,0,2
T20120004592,0,2
T20120004595,0,2
T20120004599,0,1
T20120004605,0,1
T20120004610,0,1
T20120004613,0,1
T20120004614,0,2
T20120004615,0,4
T20120004619,0,1
T20120004620,0,1
T20120004621,0,2
T20120004622,0,2
T20120004623,0,3
T20120004624,0,3
T20120004626,0,2
T20120004627,0,2
T20120004630,0,2
T20120004631,0,2
T20120004632,0,2
T20120004633,0,1
T20120004634,0,1
T20120004636,0,1
T20120004637,0,3
T20120004638,0,2
T20120004639,0,2
T20120004643,0,1
T20120004644,0,2
T20120004646,0,1
T20120004652,0,1
T20120004654,0,7
T20120004655,0,2
T20120004656,0,2
T20120004657,0,1
T20120004658,0,2
T20120004661,0,2
T20120004662,0,2
T20120004663,0,2
T20120004668,0,1
T20120004669,0,2
T20120004670,0,1
T20120004671,0,1
T20120004672,0,1
T20120004675,0,3
T20120004676,0,2
T20120004677,0,1
T20120004679,0,1
T20120004681,0,3
T20120004683,0,2
T20120004684,0,2
T20120004685,0,2
T20120004691,0,2
T20120004692,0,2
T20120004693,0,1
T20120004694,0,1
T20120004695,0,2
T20120004696,0,2
T20120004697,0,2
T20120004698,0,3
T20120004699,0,2
T20120004700,0,1
T20120004701,0,2
T20120004702,0,1
T20120004704,0,4
T20120004705,0,1
T20120004707,0,2
T20120004708,0,2
T20120004709,0,1
T20120004710,0,2
T20120004713,0,2
T20120004714,0,2
T20120004717,1,1
T20120004718,0,1
T20120004720,0,2
T20120004729,0,2
T20120004730,0,2
T20120004731,0,2
T20120004732,0,1
T20120004734,0,1
T20120004738,0,1
T20120004740,0,1
T20120004744,0,2
T20120004745,0,1
T20120004746,0,2
T20120004748,1,2
T20120004750,0,1
T20120004751,0,2
T20120004752,0,1
T20120004754,0,1
T20120004755,0,1
T20120004758,0,1
T20120004759,0,1
T20120004764,0,1
T20120004766,0,1
T20120004767,0,4
T20120004768,0,2
T20120004770,1,1
T20120004773,0,2
T20120004776,1,2
T20120004778,0,2
T20120004781,0,1
T20120004783,0,2
T20120004786,0,4
T20120004791,0,2
T20120004792,0,2
T20120004793,0,2
T20120004794,0,1
T20120004795,0,2
T20120004797,0,2
T20120004802,0,1
T20120004803,0,2
T20120004804,0,2
T20120004805,0,1
T20120004807,0,3
T20120004813,0,1
T20120004814,0,1
T20120004817,0,2
T20120004818,0,1
T20120004822,0,2
T20120004823,0,1
T20120004824,0,1
T20120004825,0,2
T20120004827,0,2
T20120004828,0,1
T20120004830,0,2
T20120004831,0,3
T20120004836,0,2
T20120004837,0,1
T20120004840,0,1
T20120004842,0,2
T20120004852,0,1
T20120004854,0,1
T20120004855,0,2
T20120004857,0,1
T20120004858,0,2
T20120004859,0,1
T20120004860,0,3
T20120004867,0,3
T20120004870,0,2
T20120004871,0,1
T20120004872,0,1
T20120004873,0,1
T20120004874,0,2
T20120004879,0,1
T20120004884,0,1
T20120004886,0,2
T20120004887,0,2
T20120004888,0,1
T20120004889,0,2
T20120004890,0,2
T20120004891,0,2
T20120004892,0,2
T20120004893,0,1
T20120004894,0,2
T20120004898,0,2
T20120004900,0,2
T20120004902,0,2
T20120004905,1,1
T20120004906,0,1
T20120004908,0,2
T20120004909,0,5
T20120004910,0,1
T20120004911,0,1
T20120004913,0,2
T20120004915,0,3
T20120004916,0,1
T20120004920,0,1
T20120004921,0,2
T20120004923,0,2
T20120004926,0,2
T20120004928,0,1
T20120004929,0,2
T20120004930,0,2
T20120004932,0,1
T20120004936,0,2
T20120004937,0,1
T20120004938,1,2
T20120004940,0,1
T20120004941,0,1
T20120004942,0,1
T20120004943,0,1
T20120004946,0,2
T20120004947,0,1
T20120004949,0,2
T20120004950,0,2
T20120004952,0,1
T20120004956,0,2
T20120004958,0,2
T20120004960,0,1
T20120004963,0,2
T20120004964,0,1
T20120004965,0,1
T20120004968,0,2
T20120004969,1,2
T20120004971,0,2
T20120004973,0,2
T20120004974,0,2
T20120004975,0,1
T20120004981,0,2
T20120004983,0,1
T20120004984,0,2
T20120004985,0,1
T20120004987,0,2
T20120004989,0,1
T20120004990,0,3
T20120004992,0,2
T20120004993,0,1
T20120004996,0,2
T20120004997,0,1
T20120005002,0,3
T20120005009,0,2
T20120005011,0,2
T20120005013,0,1
T20120005014,0,1
T20120005015,0,1
T20120005017,0,2
T20120005018,0,2
T20120005019,0,2
T20120005022,0,2
T20120005026,0,2
T20120005032,0,2
T20120005033,0,2
T20120005034,0,1
T20120005035,0,1
T20120005041,0,1
T20120005046,0,2
T20120005047,0,2
T20120005052,0,3
T20120005054,0,2
T20120005055,0,2
T20120005056,0,2
T20120005061,0,2
T20120005063,0,2
T20120005066,0,2
T20120005068,0,2
T20120005069,0,2
T20120005070,0,1
T20120005074,0,1
T20120005075,0,1
T20120005076,0,3
T20120005078,0,2
T20120005081,0,1
T20120005082,0,1
T20120005083,0,2
T20120005085,0,3
T20120005087,0,2
T20120005089,0,3
T20120005090,0,1
T20120005091,0,1
T20120005093,0,1
T20120005095,0,1
T20120005096,0,2
T20120005098,0,2
T20120005101,0,2
T20120005103,0,1
T20120005104,0,1
T20120005106,0,2
T20120005111,0,1
T20120005112,0,1
T20120005114,0,1
T20120005116,0,3
T20120005117,0,2
T20120005120,0,1
T20120005121,0,2
T20120005127,0,2
T20120005128,0,1
T20120005131,0,2
T20120005133,0,2
T20120005135,0,2
T20120005140,0,2
T20120005141,0,2
T20120005143,0,2
T20120005152,0,2
T20120005155,0,1
T20120005158,0,2
T20120005160,0,1
T20120005161,0,2
T20120005162,0,2
T20120005165,0,2
T20120005166,0,4
T20120005167,0,3
T20120005168,0,3
T20120005169,0,1
T20120005174,0,4
T20120005178,0,2
T20120005180,0,1
T20120005181,0,2
T20120005183,0,1
T20120005185,0,2
T20120005187,0,1
T20120005189,0,2
T20120005195,0,1
T20120005196,0,2
T20120005197,0,2
T20120005199,0,2
T20120005200,0,3
T20120005205,0,1
T20120005206,1,2
T20120005209,0,2
T20120005210,0,1
T20120005212,0,2
T20120005213,0,1
T20120005214,0,2
T20120005215,0,2
T20120005216,0,1
T20120005220,0,1
T20120005222,0,2
T20120005223,0,1
T20120005224,0,2
T20120005226,0,3
T20120005233,0,2
T20120005234,0,1
T20120005236,0,2
T20120005240,0,3
T20120005241,0,1
T20120005246,0,1
T20120005249,0,1
T20120005250,0,1
T20120005253,0,2
T20120005254,0,4
T20120005255,0,1
T20120005256,0,1
T20120005258,0,2
T20120005260,0,1
T20120005264,0,1
T20120005267,0,1
T20120005268,0,1
T20120005269,0,2
T20120005272,0,2
T20120005275,0,2
T20120005276,1,2
T20120005278,0,1
T20120005279,0,1
T20120005283,0,1
T20120005290,0,2
T20120005293,0,2
T20120005294,0,2
T20120005296,0,1
T20120005297,0,2
T20120005302,0,1
T20120005307,0,2
T20120005308,0,1
T20120005309,0,1
T20120005313,0,2
T20120005317,0,1
T20120005318,0,1
T20120005319,0,1
T20120005321,0,2
T20120005326,0,2
T20120005332,0,2
T20120005336,0,1
T20120005338,0,2
T20120005341,0,2
T20120005347,0,2
T20120005348,0,1
T20120005351,0,1
T20120005352,0,2
T20120005353,0,2
T20120005356,0,2
T20120005357,0,2
T20120005359,0,2
T20120005362,0,1
T20120005368,0,3
T20120005369,0,2
T20120005371,1,2
T20120005372,0,2
T20120005373,0,2
T20120005375,0,2
T20120005379,0,2
T20120005380,0,1
T20120005384,0,3
T20120005386,0,2
T20120005391,0,1
T20120005394,0,2
T20120005397,0,2
T20120005400,0,2
T20120005401,0,1
T20120005412,0,2
T20120005413,0,2
T20120005415,0,1
T20120005416,0,1
T20120005418,0,2
T20120005420,0,2
T20120005422,1,2
T20120005423,0,2
T20120005426,0,1
T20120005431,0,2
T20120005432,0,3
T20120005433,0,2
T20120005434,0,3
T20120005435,0,1
T20120005438,0,2
T20120005441,0,2
T20120005442,0,1
T20120005448,0,2
T20120005449,0,1
T20120005451,0,1
T20120005452,0,2
T20120005454,0,1
T20120005461,0,1
T20120005462,0,2
T20120005463,0,2
T20120005466,1,2
T20120005469,0,1
T20120005470,0,2
T20120005472,0,2
T20120005474,0,2
T20120005475,0,2
T20120005478,1,2
T20120005479,0,1
T20120005481,0,4
T20120005486,0,2
T20120005488,0,2
T20120005489,0,2
T20120005491,0,2
T20120005499,0,3
T20120005500,0,1
T20120005507,0,1
T20120005509,0,1
T20120005515,0,3
T20120005517,1,1
T20120005518,0,1
T20120005520,0,3
T20120005521,0,2
T20120005522,0,2
T20120005523,0,1
T20120005524,0,1
T20120005525,0,2
T20120005529,0,3
T20120005530,0,2
T20120005531,0,2
T20120005532,0,2
T20120005534,0,2
T20120005535,0,2
T20120005536,0,1
T20120005537,0,1
T20120005538,0,2
T20120005539,0,1
T20120005540,0,1
T20120005542,0,1
T20120005544,0,1
T20120005547,0,1
T20120005549,0,5
T20120005550,0,4
T20120005552,0,2
T20120005554,0,2
T20120005555,0,2
T20120005556,0,2
T20120005559,0,2
T20120005563,0,2
T20120005565,0,2
T20120005567,0,2
T20120005568,0,2
T20120005571,0,4
T20120005572,0,2
T20120005576,1,2
T20120005577,0,2
T20120005578,0,1
T20120005579,0,2
T20120005583,0,2
T20120005584,0,2
T20120005585,0,2
T20120005586,0,2
T20120005587,0,2
T20120005588,0,3
T20120005590,0,1
T20120005591,0,2
T20120005592,0,1
T20120005599,0,1
T20120005600,0,2
T20120005601,0,3
T20120005605,0,3
T20120005613,0,2
T20120005614,0,1
T20120005616,0,2
T20120005617,0,4
T20120005619,0,4
T20120005620,0,1
T20120005621,0,2
T20120005623,0,3
T20120005624,0,2
T20120005626,0,2
T20120005628,0,4
T20120005631,0,1
T20120005633,0,2
T20120005634,0,1
T20120005635,1,3
T20120005637,0,1
T20120005638,0,1
T20120005639,0,2
T20120005640,0,2
T20120005641,0,1
T20120005642,1,4
T20120005646,0,2
T20120005648,0,4
T20120005650,0,2
T20120005651,0,2
T20120005652,0,2
T20120005657,0,2
T20120005663,0,2
T20120005665,0,3
T20120005666,0,2
T20120005667,0,1
T20120005668,1,3
T20120005669,0,2
T20120005670,0,1
T20120005671,0,2
T20120005672,0,1
T20120005678,0,1
T20120005682,0,2
T20120005683,0,3
T20120005685,0,1
T20120005687,0,1
T20120005689,0,1
T20120005690,0,2
T20120005691,0,1
T20120005694,0,2
T20120005698,0,1
T20120005702,0,1
T20120005708,0,2
T20120005712,0,2
T20120005713,0,2
T20120005716,1,2
T20120005717,0,1
T20120005718,0,1
T20120005719,0,1
T20120005720,0,1
T20120005723,0,1
T20120005726,0,3
T20120005727,0,1
T20120005728,0,2
T20120005729,0,1
T20120005735,0,2
T20120005736,0,2
T20120005737,0,1
T20120005745,0,1
T20120005748,0,3
T20120005749,0,2
T20120005750,0,1
T20120005752,0,3
T20120005759,0,1
T20120005760,0,2
T20120005764,0,2
T20120005768,0,2
T20120005769,0,2
T20120005770,0,1
T20120005772,0,3
T20120005774,0,2
T20120005777,0,3
T20120005780,0,2
T20120005783,0,2
T20120005784,0,1
T20120005786,0,2
T20120005787,0,3
T20120005788,0,1
T20120005791,0,3
T20120005792,0,2
T20120005793,0,1
T20120005795,0,1
T20120005799,0,4
T20120005800,0,1
T20120005802,0,2
T20120005807,0,1
T20120005819,0,2
T20120005820,0,2
T20120005822,0,2
T20120005824,0,2
T20120005831,0,1
T20120005832,0,1
T20120005840,0,1
T20120005841,0,1
T20120005843,0,2
T20120005844,0,1
T20120005845,0,1
T20120005849,0,2
T20120005850,0,2
T20120005852,0,2
T20120005853,0,2
T20120005854,1,1
T20120005855,0,2
T20120005862,0,2
T20120005863,0,2
T20120005865,0,2
T20120005866,0,2
T20120005867,0,1
T20120005869,0,1
T20120005873,0,2
T20120005874,0,2
T20120005877,0,1
T20120005880,0,2
T20120005881,0,2
T20120005882,0,1
T20120005883,0,1
T20120005885,0,1
T20120005889,0,2
T20120005891,0,2
T20120005892,0,2
T20120005893,0,2
T20120005899,0,1
T20120005900,0,2
T20120005901,0,2
T20120005903,0,1
T20120005907,0,2
T20120005909,0,1
T20120005910,0,1
T20120005913,0,3
T20120005914,0,1
T20120005915,0,2
T20120005918,0,1
T20120005919,0,1
T20120005921,0,1
T20120005926,0,2
T20120005927,0,2
T20120005929,0,3
T20120005932,0,1
T20120005934,0,2
T20120005936,0,1
T20120005937,0,1
T20120005942,0,1
T20120005944,0,2
T20120005945,0,1
T20120005946,0,1
T20120005949,0,2
T20120005951,0,2
T20120005952,0,2
T20120005954,0,1
T20120005957,0,1
T20120005958,0,1
T20120005960,0,2
T20120005961,0,1
T20120005965,0,2
T20120005967,0,2
T20120005971,0,2
T20120005975,0,1
T20120005977,0,3
T20120005981,0,2
T20120005982,0,1
T20120005983,0,1
T20120005987,0,3
T20120005989,0,2
T20120005990,0,2
T20120005994,0,2
T20120005995,0,1
T20120005996,0,2
T20120005997,0,6
T20120005999,0,1
T20120006003,0,1
T20120006004,0,2
T20120006007,0,1
T20120006009,0,1
T20120006014,0,3
T20120006015,1,2
T20120006016,0,2
T20120006018,0,1
T20120006021,0,2
T20120006024,0,1
T20120006026,0,2
T20120006029,0,2
T20120006030,0,2
T20120006032,0,1
T20120006033,0,2
T20120006035,0,1
T20120006036,0,2
T20120006037,0,2
T20120006038,0,2
T20120006039,0,2
T20120006040,0,1
T20120006044,0,2
T20120006051,0,1
T20120006053,0,2
T20120006054,0,1
T20120006056,0,1
T20120006060,0,2
T20120006061,0,1
T20120006063,0,2
T20120006064,0,1
T20120006068,0,1
T20120006070,0,2
T20120006071,0,2
T20120006072,1,3
T20120006074,0,2
T20120006075,0,2
T20120006077,0,2
T20120006078,0,1
T20120006082,0,5
T20120006085,0,1
T20120006088,0,2
T20120006089,0,2
T20120006092,0,1
T20120006093,0,1
T20120006097,1,2
T20120006101,0,2
T20120006102,0,2
T20120006103,0,2
T20120006104,0,2
T20120006108,0,3
T20120006109,0,1
T20120006111,0,2
T20120006112,0,2
T20120006113,0,2
T20120006115,0,4
T20120006116,0,2
T20120006117,0,1
T20120006118,0,3
T20120006121,0,2
T20120006122,0,2
T20120006124,0,4
T20120006125,0,1
T20120006128,0,2
T20120006132,0,2
T20120006133,0,2
T20120006134,0,2
T20120006135,0,4
T20120006136,0,2
T20120006138,0,1
T20120006139,0,2
T20120006140,0,2
T20120006141,1,2
T20120006142,0,2
T20120006143,0,2
T20120006144,0,2
T20120006149,0,2
T20120006151,0,2
T20120006152,0,1
